year,Base case cost,Modeled residential ashp
2017,38555.002437,70453.2089656
2018,42034.8399541,72611.9138211
2019,46819.61654,75755.5707507
2020,49212.004833,77122.4799645
2021,50843.1786691,77930.6955186
2022,49133.7483524,75518.0203319
2023,49955.1334481,75728.1231391
2024,50571.1722698,75797.0967005
2025,51392.5573655,76025.3164499
2026,52316.6155981,76337.4250307
2027,49995.5765979,73440.4983474
2028,50671.7860584,73576.6820204
2029,51541.198222,73859.1581902
2030,52024.2049795,73873.2813812
2031,52990.2184945,74240.5472733
