year,annotation,consumption,consumption residential,consumption non-residential
2003,,369393.0,166104.0,203289.0
2004,,362867.0,159578.0,203289.0
2005,,290226.0,178424.0,111802.0
2006,,269454.0,163319.0,106135.0
2007,,248056.0,163581.0,84475.0
2008,,58369.0,34170.0,24199.0
2009,,330235.0,126946.0,203289.0
2010,,323709.0,120420.0,203289.0
2011,,325232.0,121943.0,203289.0
2012,,351598.0,142439.0,209159.0
2013,,360052.0,132362.0,227690.0
2014,,327452.0,134529.0,192923.0
2015,,329960.0,140705.0,189255.0
2016,start of forecast,320321.0,117032.0,203289.0
2017,,319567.0,116278.0,203289.0
2018,,318951.0,115662.0,203289.0
2019,,318495.0,115206.0,203289.0
2020,,317990.0,114701.0,203289.0
2021,,317344.0,114055.0,203289.0
2022,,316451.0,113161.0,203289.0
2023,,315275.0,111986.0,203289.0
2024,,314289.0,110999.0,203289.0
2025,,313492.0,110203.0,203289.0
2026,,312962.0,109673.0,203289.0
2027,,312317.0,109027.0,203289.0
2028,,311582.0,108292.0,203289.0
2029,,312057.0,108768.0,203289.0
2030,,312241.0,108952.0,203289.0
2031,,312114.0,108824.0,203289.0
2032,,311164.0,107874.0,203289.0
2033,,310023.0,106734.0,203289.0
2034,,308972.0,105683.0,203289.0
2035,,308216.0,104927.0,203289.0
2036,,307868.0,104579.0,203289.0
2037,,307528.0,104239.0,203289.0
2038,,307463.0,104174.0,203289.0
2039,,307086.0,103796.0,203289.0
2040,,306506.0,103217.0,203289.0
