year,Base case cost,Modeled residential ashp
2017,666334.574161,862824.123301
2018,738228.168966,926481.330639
2019,829554.716686,1006826.0284
2020,890781.441111,1062811.41535
2021,943273.711512,1111809.46076
2022,992385.841529,1158176.12829
2023,1045745.16661,1209538.75338
2024,1088488.68767,1250784.74944
2025,1133634.43565,1294183.38493
2026,1191549.22735,1349851.88914
2027,1240238.67873,1396544.64053
2028,1294423.10432,1449231.54112
2029,1346785.97232,1499348.12163
2030,1400565.75478,1551879.9666
2031,1463565.30527,1612633.2296
