year,Base case cost,Modeled non-residential ashp
2017,666334.574161,776645.217632
2018,738228.168966,846512.660132
2019,829554.716686,935137.671446
2020,890781.441111,995075.026222
2021,943273.711512,1046707.71686
2022,992385.841529,1095144.46277
2023,1045745.16661,1148012.59942
2024,1088488.68767,1190387.72915
2025,1133634.43565,1235103.68725
2026,1191549.22735,1292465.89196
2027,1240238.67873,1340664.15489
2028,1294423.10432,1394480.18915
2029,1346785.97232,1446290.47016
2030,1400565.75478,1499763.25985
2031,1463565.30527,1562210.22335
