year,Base case cost,Modeled residential ashp
2017,292374.202328,251076.867747
2018,317147.940325,271988.630523
2019,350050.893878,299512.404304
2020,369761.442565,316740.254635
2021,386507.390091,331693.142236
2022,392763.633546,336708.036513
2023,405750.463206,348729.372368
2024,417488.985889,359778.256619
2025,430107.206884,371568.911495
2026,436009.038608,376367.321727
2027,449663.124196,389055.91351
2028,461983.721199,400686.872081
2029,468112.703878,405712.433268
2030,479908.525935,416956.544579
2031,494995.990285,430940.587438
