year,Base case cost,Modeled non-residential ashp
2017,292374.202328,305814.31433
2018,317147.940325,329957.858396
2019,350050.893878,361983.041829
2020,369761.442565,381288.465845
2021,386507.390091,397741.823331
2022,392763.633546,403795.504451
2023,405750.463206,416624.785628
2024,417488.985889,428250.77368
2025,430107.206884,440733.953118
2026,436009.038608,446455.729433
2027,449663.124196,459952.266538
2028,461983.721199,472160.328911
2029,468112.703878,478109.25618
2030,479908.525935,489815.050533
2031,494995.990285,504722.459474
