year,Base case cost,Modeled non-residential ashp
2017,224208.281206,310082.143765
2018,250063.846751,331598.727412
2019,285495.547683,361561.600508
2020,302732.59138,375558.217044
2021,315181.567384,385372.972713
2022,323800.089232,391847.021705
2023,330503.384003,396663.322081
2024,335291.451697,399821.268464
2025,341994.746468,404687.425582
2026,348698.041239,409577.638141
2027,355401.33601,414491.342354
2028,361147.017242,418586.198652
2029,367850.312013,423545.247302
2030,372638.379706,426842.596303
2031,380299.288016,432686.677763
