year,Base case cost,Modeled non-residential ashp
2017,266712.522832,310190.026054
2018,298333.084141,336393.839068
2019,344013.524865,374529.370451
2020,365265.282504,391925.541389
2021,381688.840143,405248.615734
2022,394463.73249,415534.976069
2023,401987.017783,421148.196092
2024,408249.179106,425710.299297
2025,416124.054836,431935.478157
2026,426187.588806,439756.335204
2027,435436.193799,447163.332193
2028,443477.598792,453588.056305
2029,447047.52646,455155.965632
2030,448486.61912,455185.254265
2031,456568.694865,461103.424983
