year,Base case cost,Modeled residential ashp
2017,266712.522832,405793.725034
2018,298333.084141,422947.580965
2019,344013.524865,449319.607406
2020,365265.282504,459813.337892
2021,381688.840143,467294.348783
2022,394463.73249,472567.472251
2023,401987.017783,473980.165958
2024,408249.179106,474656.595487
2025,416124.054836,477072.228486
2026,426187.588806,480373.648481
2027,435436.193799,483823.545922
2028,443477.598792,486607.60124
2029,447047.52646,484079.919386
2030,448486.61912,480823.736574
2031,456568.694865,482502.574739
