year,Base case cost,Modeled residential ashp
2017,7668.67681323,44495.7542474
2018,8545.53379062,42677.598215
2019,9779.62879583,40529.7914217
2020,9701.58180421,38381.2281426
2021,10096.7801431,37049.6233481
2022,10370.3789931,35875.1550327
2023,10583.1780986,34789.1801268
2024,10030.2880976,33021.8551329
2025,10200.2294582,31996.7576957
2026,10426.8179389,30918.2942689
2027,9846.1910706,29115.5904978
2028,9977.42731043,28171.7686366
2029,9381.52144752,26325.0133589
2030,9502.37612672,25405.6779598
2031,9695.74361344,24382.2468159
