year,Base case cost,Modeled non-residential ashp
2017,2623.58834866,8942.07979908
2018,2923.57644378,8937.32617492
2019,3345.78191099,8973.07932006
2020,3545.77397441,8941.63650899
2021,3690.21268687,8895.03293329
2022,3790.20871858,8836.68952322
2023,3867.98340991,8773.5009571
2024,3934.64743105,8708.89054518
2025,4001.31145219,8646.28276564
2026,4090.1968137,8592.57575658
2027,4167.97150503,8537.30606903
2028,4223.52485598,8476.95640147
2029,4312.4102175,8428.84573059
2030,4367.96356845,8372.09614187
2031,4456.84892997,8327.50117099
