year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2014,,4192.36,60320.0,60320.0
2015,,4192.36,249440.0,249440.0
2016,start of forecast,4192.36,323000.0,323000.0
2017,,4192.36,590000.0,590000.0
2018,,4192.36,622000.0,622000.0
2019,,4192.36,624000.0,624000.0
2020,,4192.36,649000.0,649000.0
2021,,4192.36,709000.0,709000.0
2022,,4192.36,372000.0,372000.0
2023,,4192.36,809000.0,809000.0
2024,,4192.36,1067000.0,1067000.0
2025,,4192.36,1234000.0,1234000.0
2026,,4192.36,1461000.0,1461000.0
2027,,4192.36,1735000.0,1735000.0
2028,,4192.36,2052000.0,2052000.0
2029,,4192.36,2273000.0,2273000.0
2030,,4192.36,2186000.0,2186000.0
2031,,4192.36,2308000.0,2308000.0
2032,,4192.36,2672000.0,2672000.0
2033,,4192.36,3102000.0,3102000.0
2034,,4192.36,3452000.0,3452000.0
2035,,4192.36,3752000.0,3752000.0
2036,,4192.36,4003000.0,4003000.0
2037,,4192.36,4173000.0,4173000.0
2038,,4192.36,4345000.0,4345000.0
2039,,4192.36,4331000.0,4331000.0
2040,,4192.36,4451000.0,4451000.0
