year,annotation,consumption,consumption residential,consumption non-residential
2014,,51769.0,24996.0,26773.0
2015,,200433.0,102798.0,97635.0
2016,start of forecast,268093.0,205889.0,62204.0
2017,,490165.0,427961.0,62204.0
2018,,517000.0,454796.0,62204.0
2019,,518844.0,456640.0,62204.0
2020,,539602.0,477398.0,62204.0
2021,,588990.0,526786.0,62204.0
2022,,308966.0,246762.0,62204.0
2023,,672604.0,610400.0,62204.0
2024,,886400.0,824196.0,62204.0
2025,,1025462.0,963258.0,62204.0
2026,,1214192.0,1151988.0,62204.0
2027,,1441687.0,1379483.0,62204.0
2028,,1704731.0,1642527.0,62204.0
2029,,1888592.0,1826388.0,62204.0
2030,,1816056.0,1753852.0,62204.0
2031,,1918130.0,1855926.0,62204.0
2032,,2220154.0,2157950.0,62204.0
2033,,2577104.0,2514900.0,62204.0
2034,,2867925.0,2805721.0,62204.0
2035,,3117816.0,3055612.0,62204.0
2036,,3325924.0,3263720.0,62204.0
2037,,3467226.0,3405022.0,62204.0
2038,,3610181.0,3547977.0,62204.0
2039,,3598417.0,3536213.0,62204.0
2040,,3698640.0,3636436.0,62204.0
