year,Base case cost,Modeled residential ashp
2017,95930.0748769,748525.671655
2018,103204.865045,710965.213902
2019,112015.468235,661351.931447
2020,117586.779058,635009.649115
2021,121115.541952,613768.780499
2022,125227.28824,596100.732668
2023,128447.296439,583291.366656
2024,130676.556775,569704.880263
2025,134209.045242,556247.327033
2026,138036.866919,541905.922774
2027,141664.616818,528946.319294
2028,145080.863567,517352.421843
2029,147710.244687,503778.483009
2030,150934.040572,493750.083444
2031,154988.584456,480584.633886
