year,Base case cost,Modeled residential ashp
2017,84656.9386977,82889.9681423
2018,90190.2665725,82647.9949653
2019,103286.376579,87733.2035122
2020,109682.151233,90216.6774537
2021,113946.001002,91872.3267481
2022,111619.313412,87496.3387844
2023,113937.878893,88324.5039949
2024,109793.587562,83062.4124603
2025,111994.232944,83772.6575702
2026,114469.958998,84571.6833188
2027,110418.888622,79030.2126718
2028,111980.932583,79474.4564288
2029,107851.182578,73668.0061188
2030,109079.185816,73964.5091867
2031,111535.192291,74557.5153225
