year,Base case cost,Modeled non-residential ashp
2017,84656.9386977,93853.3136164
2018,90190.2665725,97014.9631394
2019,103286.376579,106821.325754
2020,109682.151233,111610.479589
2021,113946.001002,114803.248812
2022,111619.313412,111634.997936
2023,113937.878893,113341.517391
2024,109793.587562,108738.191541
2025,111994.232944,110326.790896
2026,114469.958998,112113.96517
2027,110418.888622,107450.848768
2028,111980.932583,108553.858209
2029,107851.182578,103735.556425
2030,109079.185816,104581.030896
2031,111535.192291,106271.979838
