year,Base case cost,Modeled non-residential ashp
2017,894356.386528,1157500.79551
2018,946230.278814,1205039.59794
2019,1016511.0361,1270980.89495
2020,1049978.06339,1300400.08831
2021,1073404.98248,1319924.03106
2022,1090138.49612,1332879.22744
2023,1101851.95567,1340927.91727
2024,1111892.06386,1347396.70323
2025,1123605.5234,1355612.23548
2026,1138665.68568,1367236.89626
2027,1150379.14523,1375611.54184
2028,1160419.25341,1382398.64396
2029,1173806.06433,1392589.34607
2030,1182172.82115,1397860.31976
2031,1195559.63206,1408195.7346
