year,Base case cost,Modeled non-residential ashp
2017,111006.312043,184981.297038
2018,118868.82226,192723.862255
2019,129150.566389,202848.755232
2020,133989.034215,207613.410751
2021,137617.885084,211186.90239
2022,140037.118997,213569.230149
2023,141851.544432,215355.975969
2024,143363.565627,216844.930818
2025,144875.586823,218333.885668
2026,146992.416497,220418.422457
2027,148806.841931,222205.168277
2028,150318.863127,223694.123126
2029,152133.288561,225480.868946
2030,153342.905518,226672.032825
2031,155762.139431,229054.360584
