year,Base case cost,Modeled non-residential ashp
2017,80242.6561491,200886.27857
2018,84852.7711239,199023.649322
2019,90999.5910904,197508.862478
2020,93902.2560745,195456.236286
2021,95951.1960633,193306.409289
2022,97487.9010549,191121.115558
2023,98512.3710493,188898.966116
2024,99366.0960446,186701.760631
2025,100390.566039,184591.330964
2026,101585.781033,182566.383497
2027,102780.996026,180594.076511
2028,103634.721021,178610.019702
2029,104829.936015,176739.321405
2030,105512.916011,174822.913605
2031,106708.131005,173049.116851
