year,Base case cost,Modeled non-residential ashp
2017,7188760.52679,8131683.73925
2018,7837676.6962,8732955.84028
2019,8716596.63803,9546585.76249
2020,9136402.89858,9932864.71566
2021,9394589.51616,10169876.1917
2022,9578762.60247,10336403.3268
2023,9655290.16424,10402343.3178
2024,9714022.16739,10450487.7502
2025,9762228.9473,10488106.9594
2026,9846533.22134,10558294.4724
2027,9920090.6255,10619499.7107
2028,9959230.21774,10648051.7322
2029,9950305.19089,10626774.5395
2030,9891425.06145,10559071.4344
2031,9911827.35767,10565356.9696
