year,Base case cost,Modeled non-residential ashp
2017,2992592.75864,3543954.42511
2018,3197983.50446,3726187.19006
2019,3496733.68021,3991253.02999
2020,3627436.88209,4107219.33497
2021,3730132.25501,4198335.71744
2022,3795483.85595,4256318.86993
2023,3851499.5139,4306018.71491
2024,3888843.28587,4339151.94491
2025,3935523.00083,4380568.4824
2026,3991538.65878,4430268.32738
2027,4047554.31674,4479968.17237
2028,4084898.0887,4513101.40236
2029,4140913.74666,4562801.24735
2030,4178257.51862,4595934.47734
2031,4234273.17658,4645634.32233
