year,Base case cost,Modeled residential ashp
2017,3465532.80507,3877402.77798
2018,3678171.09133,4009593.17703
2019,4016266.17115,4230673.1482
2020,4154949.82566,4318162.69268
2021,4260816.65441,4383805.57782
2022,4323496.89872,4420888.76711
2023,4375159.69306,4450611.22858
2024,4405317.51672,4466142.16365
2025,4439580.96302,4482121.99923
2026,4483890.32236,4504491.0257
2027,4521287.85439,4519948.22485
2028,4537239.29676,4521272.77864
2029,4579870.54689,4541963.6959
2030,4601408.99351,4548875.25393
2031,4676450.2228,4601976.15035
