year,Base case cost,Modeled residential ashp
2017,21483.5353848,21095.492712
2018,28382.0700878,26550.2021521
2019,32637.5036456,28709.7603281
2020,34623.3726392,29717.5541436
2021,36041.8504917,30437.4068689
2022,37082.0675836,30965.2988675
2023,37744.0239148,31301.2301393
2024,38405.9802461,31637.1614111
2025,39067.9365773,31973.092683
2026,40013.588479,32452.9944998
2027,40770.1100004,32836.9159534
2028,41337.5011414,33124.8570435
2029,42188.5878529,33556.7686787
2030,49311.1099001,40446.4156835
2031,50404.1619276,41073.7176261
