year,Base case cost,Modeled non-residential ashp
2017,523585.969653,507415.280624
2018,556894.949957,539328.047853
2019,602691.980261,583746.166137
2020,617398.25631,597133.631938
2021,631426.336614,609880.986188
2022,642157.816918,619365.242683
2023,649600.337374,625593.347084
2024,655386.687678,630195.475476
2025,662822.097983,636472.324916
2026,671906.688287,644423.368609
2027,679334.618439,650746.005552
2028,685122.178743,655455.909237
2029,693366.578743,662644.84833
2030,698321.688895,666572.878937
2031,707399.219047,674642.427141
