year,Base case cost,Modeled residential ashp
2017,523585.969653,516967.120686
2018,556894.949957,549378.949584
2019,602691.980261,594248.367248
2020,617398.25631,608141.526092
2021,631426.336614,621399.498748
2022,642157.816918,631390.556131
2023,649600.337374,638121.945528
2024,655386.687678,643219.611709
2025,662822.097983,649975.487635
2026,671906.688287,658389.327421
2027,679334.618439,665167.856134
2028,685122.178743,670327.015156
2029,693366.578743,677947.520098
2030,698321.688895,682305.523092
2031,707399.219047,690783.333305
