year,Base case cost,Modeled non-residential ashp
2017,363593.034168,463496.208329
2018,405708.05743,504922.317347
2019,464669.089998,562918.869974
2020,492745.772173,590536.275986
2021,512399.449696,609868.460195
2022,526437.790783,623677.163201
2023,536264.629545,633343.255306
2024,544687.634197,641628.477109
2025,554514.472958,651294.569214
2026,567148.979937,663722.40192
2027,576975.818699,673388.494024
2028,585398.823351,681673.715828
2029,596629.496221,692720.678233
2030,602244.832656,698244.159435
2031,614879.339635,710671.992141
