year,Base case cost,Modeled residential ashp
2017,172797.64552,167082.737436
2018,196596.012549,189490.322508
2019,229500.062081,220447.277299
2020,243367.135319,233387.162565
2021,257852.171162,247223.166827
2022,269825.60521,258733.00689
2023,279862.975343,268445.861233
2024,289337.898241,277642.627739
2025,294557.911869,282538.125577
2026,306557.977603,294120.956724
2027,317249.87987,304488.3432
2028,327340.062973,314300.369912
2029,339183.491395,325772.923146
2030,342375.806608,328779.800764
2031,355292.21733,341278.976899
