year,Base case cost,Modeled non-residential ashp
2017,5685051.53826,5294381.07472
2018,6227412.94409,5674034.0588
2019,6971222.87208,6194701.0084
2020,7343127.83608,6455034.4832
2021,7591064.47875,6628590.13306
2022,7777016.96074,6758756.87046
2023,7916481.32224,6856381.92351
2024,8024953.60341,6932312.52033
2025,8148921.92474,7019090.34526
2026,8319378.36657,7138409.85454
2027,8458842.72807,7236034.90759
2028,8567315.00924,7311965.50441
2029,8722275.41091,7420437.78557
2030,8799755.61174,7474673.92616
2031,8970212.05357,7593993.43544
