year,Base case cost,Modeled residential ashp
2017,47156.6168899,252947.889917
2018,50696.9889493,244564.416654
2019,55772.9500529,235376.148538
2020,59370.9413331,229745.864285
2021,61570.0250589,224196.978438
2022,63444.5096612,219254.52981
2023,65101.4244764,214749.642023
2024,66654.8210698,210520.521288
2025,68225.7732357,206412.456409
2026,70550.6312823,202612.769526
2027,73266.1738263,199575.773884
2028,74908.2260614,195834.981099
2029,77198.910398,192563.652377
2030,78743.5888617,189184.846781
2031,81228.2026191,186015.845041
