year,Base case cost,Modeled non-residential ashp
2017,22944119.4359,24943508.0607
2018,24646607.3214,26535813.657
2019,26962353.4018,28719510.8757
2020,28220095.3615,29889192.988
2021,29067117.3414,30662469.2442
2022,29728141.6374,31257446.9276
2023,30244913.6996,31714198.3666
2024,30674800.2618,32088417.783
2025,31159561.8958,32516899.6562
2026,31752787.8733,33051561.9239
2027,32364941.9073,33607785.8868
2028,32806513.7195,33997685.2335
2029,33365605.9175,34502751.6366
2030,33789686.7558,34878666.7427
2031,34409752.5952,35444875.7583
