year,Base case cost,Modeled residential ashp
2017,22944119.4359,28161605.9089
2018,24646607.3214,29562716.5412
2019,26962353.4018,31516893.442
2020,28220095.3615,32534034.0988
2021,29067117.3414,33179792.3922
2022,29728141.6374,33660694.6098
2023,30244913.6996,34013884.5723
2024,30674800.2618,34292129.042
2025,31159561.8958,34623528.4521
2026,31752787.8733,35057075.3027
2027,32364941.9073,35516761.6543
2028,32806513.7195,35817545.2984
2029,33365605.9175,36229343.9126
2030,33789686.7558,36522220.3075
2031,34409752.5952,36995396.0749
