year,Base case cost,Modeled non-residential ashp
2017,191054.898246,237690.600999
2018,202768.317789,249847.273091
2019,218723.477333,266546.664245
2020,226195.757029,274186.695064
2021,231170.436725,279165.277222
2022,234646.596421,282550.104025
2023,237382.906269,285151.262256
2024,239370.196116,286959.399308
2025,241856.505964,289308.382783
2026,244841.775812,292197.978678
2027,258020.719763,305253.926546
2028,260353.959611,307453.883399
2029,263207.699459,310215.49475
2030,265019.899307,311873.355415
2031,268133.559155,314925.121246
