year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,69324.0,23120.0,46204.0
2004,,76237.0,25069.0,51168.0
2005,,86108.0,24676.0,61432.0
2006,,85607.0,25101.0,60506.0
2007,,79887.0,22543.0,57344.0
2008,,63249.0,17997.0,45252.0
2009,,52930.0,17670.0,35260.0
2012,,56605.0,19461.0,37144.0
2013,,52610.0,16965.0,35645.0
2014,start of forecast,57027.0,21011.0,36016.0
2015,,57145.0,21129.0,36016.0
2016,,57260.0,21244.0,36016.0
2017,,57375.0,21358.0,36016.0
2018,,57481.0,21465.0,36016.0
2019,,57608.0,21592.0,36016.0
2020,,57694.0,21678.0,36016.0
2021,,57787.0,21771.0,36016.0
2022,,57849.0,21833.0,36016.0
2023,,57899.0,21883.0,36016.0
2024,,57943.0,21927.0,36016.0
2025,,57988.0,21972.0,36016.0
2026,,58033.0,22017.0,36016.0
2027,,58152.0,22135.0,36016.0
2028,,58182.0,22165.0,36016.0
2029,,58236.0,22219.0,36016.0
2030,,58276.0,22260.0,36016.0
2031,,58317.0,22301.0,36016.0
2032,,58359.0,22343.0,36016.0
2033,,58400.0,22383.0,36016.0
2034,,58445.0,22428.0,36016.0
2035,,58492.0,22476.0,36016.0
2036,,58536.0,22520.0,36016.0
2037,,58593.0,22576.0,36016.0
2038,,58661.0,22645.0,36016.0
2039,,58760.0,22744.0,36016.0
2040,,58823.0,22807.0,36016.0
