year,Base case cost,Modeled non-residential ashp
2017,3483938.96811,3715958.79302
2018,3671515.2749,3898632.43393
2019,3961147.78014,4183074.67157
2020,4085239.64544,4302773.27584
2021,4186579.22365,4399956.34693
2022,4262349.32054,4471775.21044
2023,4325377.89794,4530997.02398
2024,4378821.82259,4580806.01858
2025,4435494.26902,4633866.53957
2026,4495441.57,4690223.00366
2027,4541993.88754,4733321.19545
2028,4592143.28418,4780121.97679
2029,4656184.05882,4840829.74176
2030,4690038.32966,4871511.73316
2031,4749656.53219,4927911.07058
