year,Base case cost,Modeled non-residential ashp
2017,267577.22591,430854.596002
2018,298241.377262,457586.346502
2019,341449.954168,495253.813116
2020,361660.417559,512872.466855
2021,366972.532102,516307.753718
2022,377167.220899,525161.851315
2023,384643.326016,531654.85622
2024,390760.139294,536967.314778
2025,387456.552397,532770.000414
2026,396067.483411,540219.085722
2027,403353.655809,546522.157906
2028,398645.225331,541009.372709
2029,407031.690403,548233.992075
2030,411547.479288,552124.171734
2031,408694.301942,548109.148681
