year,Base case cost,Modeled non-residential ashp
2017,330772.81925,332778.149161
2018,370396.366654,278118.423476
2019,424878.744335,207335.643747
2020,450881.697319,168199.852828
2021,468216.999308,138864.67042
2022,483075.829584,112499.19199
2023,491743.480579,93192.8933576
2024,500411.131574,74115.135227
2025,509078.782568,55260.5617638
2026,520222.905276,33893.8810655
2027,530128.792127,14105.0763395
2028,538796.443121,-4110.84133704
2029,549940.565829,-24853.8344903
2030,556131.745111,-39938.4777231
2031,568514.103674,-61654.692066
