year,Base case cost,Modeled residential ashp
2017,295224.784783,740864.423125
2018,307775.717934,577945.696238
2019,358705.49041,401609.575116
2020,385162.104118,302459.898752
2021,404647.319508,227819.505413
2022,433572.388713,172156.213596
2023,464272.898067,140942.64124
2024,514108.299041,129595.655364
2025,563691.67555,118711.192652
2026,616734.255066,103213.726151
2027,652305.65518,75311.5295175
2028,681806.638256,46389.3925882
2029,916542.083417,214581.588653
2030,1144422.90221,394093.81886
2031,1351614.52544,531611.605385
