year,Base case cost,Modeled residential ashp
2017,107593.969264,188708.334221
2018,119370.650128,192761.490659
2019,140271.784753,203578.48309
2020,148177.914895,205791.237324
2021,153975.743667,206908.998877
2022,158192.346409,207216.539181
2023,161354.798466,206998.656413
2024,163990.17518,206540.174838
2025,166625.551895,206125.94421
2026,170315.079295,206326.750948
2027,173477.531352,206283.846911
2028,176112.908066,205996.243006
2029,174157.817626,200917.254374
2030,171028.21058,195185.379013
2031,174507.097619,195376.888613
