year,Base case cost,Modeled non-residential ashp
2017,187279.734276,247508.838432
2018,207778.407928,261066.660324
2019,237189.548385,281043.044707
2020,250558.248593,289540.413981
2021,260361.962079,295506.629663
2022,267491.935523,299580.26961
2023,272839.415606,302399.925724
2024,277295.649009,304604.203611
2025,281751.882412,306831.722261
2026,287990.609175,310360.290509
2027,293338.089258,313271.846112
2028,297794.322661,315565.869595
2029,303141.802744,318520.207195
2030,306706.789466,320216.833205
2031,312945.51623,323851.147672
