year,Base case cost,Modeled residential ashp
2017,10220.5428708,24524.5758826
2018,11150.0457947,25841.2022076
2019,12451.3498881,28014.824014
2020,13071.0185041,28668.6657075
2021,13504.7865352,28920.5897439
2022,14628.1380725,29723.4897918
2023,14890.60197,29604.3138816
2024,15087.4498932,29357.9438432
2025,15317.1058035,29199.1504439
2026,15612.3776882,29199.2791156
2027,15842.0335985,29071.0983577
2028,16038.8815217,28885.9707747
2029,16334.1534064,28930.4187359
2030,17415.710286,29619.6012174
2031,17727.4031783,29708.3122001
