year,Base case cost,Modeled residential ashp
2017,1060058.48888,2131100.75478
2018,1193824.31383,2203591.76946
2019,1370702.16417,2303300.38409
2020,1460294.37961,2347206.83119
2021,1530874.88223,2381363.26837
2022,1579301.46366,2399656.96352
2023,1619482.1274,2413025.60346
2024,1657462.68604,2427506.58283
2025,1693920.10634,2439326.10253
2026,1739294.96622,2457435.86407
2027,1782741.52747,2476905.68313
2028,1815619.60188,2487606.86697
2029,1855172.48979,2500851.84562
2030,1883975.5712,2509574.63658
2031,1937618.66133,2537511.1375
