year,Base case cost,Modeled non-residential ashp
2017,442009.984398,609866.003114
2018,493984.18915,651398.593545
2019,565015.60231,709026.782555
2020,599665.072144,736077.319641
2021,623919.701028,754426.526513
2022,641244.435946,766990.240748
2023,655104.223879,776684.327235
2024,665499.06483,783507.675641
2025,677626.379272,791834.704435
2026,693218.640697,803122.855647
2027,705345.955139,811537.091511
2028,715740.796089,818534.903106
2029,731333.057515,829949.307954
2030,739995.424973,835569.836531
2031,755587.686399,847063.555744
