year,annotation,consumption,consumption residential,consumption non-residential
2003,,4298422.0,1930123.0,2368299.0
2004,,4817856.0,1949982.0,2867874.0
2005,,4787681.0,1957817.0,2829864.0
2006,,4888805.0,1954124.0,2934681.0
2007,,4876801.0,1888299.0,2988502.0
2008,,4650079.0,1864596.0,2785483.0
2009,,4356516.0,1781066.0,2575450.0
2010,,4237282.0,1766129.0,2471153.0
2011,,4424644.0,1797824.0,2626820.0
2012,,4301703.0,1779578.0,2522125.0
2013,,4337557.0,1738575.0,2598982.0
2014,,4204569.0,1665923.0,2538646.0
2015,,4273067.0,1698385.0,2574682.0
2016,start of forecast,4422427.0,1851657.0,2570770.0
2017,,4443239.0,1872469.0,2570770.0
2018,,4459165.0,1888395.0,2570770.0
2019,,4468321.0,1897551.0,2570770.0
2020,,4478163.0,1907393.0,2570770.0
2021,,4490212.0,1919442.0,2570770.0
2022,,4500663.0,1929893.0,2570770.0
2023,,4512395.0,1941625.0,2570770.0
2024,,4523037.0,1952267.0,2570770.0
2025,,4534102.0,1963332.0,2570770.0
2026,,4544619.0,1973849.0,2570770.0
2027,,4557379.0,1986609.0,2570770.0
2028,,4571430.0,2000660.0,2570770.0
2029,,4572165.0,2001395.0,2570770.0
2030,,4577525.0,2006755.0,2570770.0
2031,,4589705.0,2018935.0,2570770.0
2032,,4612279.0,2041509.0,2570770.0
2033,,4638242.0,2067472.0,2570770.0
2034,,4665122.0,2094352.0,2570770.0
2035,,4691493.0,2120723.0,2570770.0
2036,,4716841.0,2146071.0,2570770.0
2037,,4742043.0,2171273.0,2570770.0
2038,,4769964.0,2199194.0,2570770.0
2039,,4801911.0,2231141.0,2570770.0
2040,,4837096.0,2266326.0,2570770.0
