year,Base case cost,Modeled non-residential ashp
2017,1833934.04722,2006452.74795
2018,1959758.93288,2124127.19709
2019,2130344.59479,2285187.02231
2020,2220625.02704,2369117.33227
2021,2291732.38543,2434771.67588
2022,2354286.00183,2492604.80173
2023,2406283.32768,2540124.39706
2024,2450384.17398,2580151.00797
2025,2499120.40246,2624726.82114
2026,2552640.49095,2673998.52295
2027,2602326.55295,2719671.70459
2028,2648087.85626,2761653.92549
2029,2703315.84378,2812847.1194
2030,2745662.2048,2851714.41423
2031,2801769.2411,2903920.8392
