year,Base case cost,Modeled residential ashp
2017,1833934.04722,2501705.19192
2018,1959758.93288,2592771.56691
2019,2130344.59479,2722526.93012
2020,2220625.02704,2785913.81944
2021,2291732.38543,2834047.58214
2022,2354286.00183,2876824.55889
2023,2406283.32768,2910089.6115
2024,2450384.17398,2937209.723
2025,2499120.40246,2968564.53201
2026,2552640.49095,3004295.15201
2027,2602326.55295,3037206.29286
2028,2648087.85626,3067200.19944
2029,2703315.84378,3105516.77367
2030,2745662.2048,3133375.47769
2031,2801769.2411,3173122.70782
