year,Base case cost,Modeled transmission and interties
2021,280498.757525,744016.869852
2022,290390.220732,751644.887594
2023,297210.023664,757003.491721
2024,302595.588335,761416.266705
2025,308748.470475,766222.035526
2026,317437.56394,773085.504102
2027,324424.694669,778576.003491
2028,331007.848288,783939.97307
2029,338085.814107,789502.339462
2030,343691.29531,793847.705763
2031,352707.873179,800969.823417
2032,360679.847514,807264.69262
2033,369847.020399,814755.385588
2034,379872.345845,822703.160143
2035,385695.353185,827218.745605
2036,395868.883251,835283.408357
2037,401773.164092,839862.190401
2038,410842.330697,847051.832459
2039,419658.115209,853987.98166
2040,430931.227941,862949.390392
