year,Base case cost,Modeled residential ashp
2017,166813.563366,245126.85074
2018,179203.500455,257614.323187
2019,196239.663953,274784.597803
2020,203983.374634,282589.268083
2021,201350.775741,280000.560101
2022,205219.785013,283901.268364
2023,207898.329893,286601.7587
2024,209981.642578,288702.140073
2025,212660.187458,291402.630409
2026,215933.964534,294703.229709
2027,209700.763726,288491.974356
2028,211699.150105,290507.429423
2029,214553.987789,293386.650946
2030,216266.8904,295114.183861
2031,219407.211852,298281.327537
