year,Base case cost,Modeled non-residential ashp
2017,1518.84695157,1016.96007673
2018,1663.74695157,815.528170951
2019,1862.46695157,551.650605413
2020,1961.82695157,405.130170636
2021,2028.06695157,298.190058045
2022,2077.74695157,211.373854364
2023,2115.00695157,139.805531805
2024,2143.98695157,78.6094340436
2025,2177.10695157,13.1902762273
2026,2222.64695157,-66.1868690484
2027,2259.90695157,-135.236581549
2028,2288.88695157,-193.97309901
2029,2330.28695157,-266.710321341
2030,2350.98695157,-314.581828849
2031,2396.52695157,-391.060878032
