year,Base case cost,Modeled residential ashp
2017,10487.5967646,-3699.92874177
2018,11488.1273115,-9582.36971485
2019,12860.2834902,-17365.5034168
2020,13546.3615795,-21592.0476517
2021,14003.7469724,-24622.4653296
2022,14346.7860171,-27047.1526983
2023,13671.9519057,-29946.0961502
2024,13859.2861204,-31615.7052537
2025,14073.3823657,-33420.0115924
2026,14367.764703,-35658.0167962
2027,14608.6229789,-37583.4090249
2028,13787.2124302,-40205.2601187
2029,14036.5871729,-42271.292205
2030,14161.2745442,-43568.5588365
2031,14435.5867612,-45760.0575719
