year,Base case cost,Modeled non-residential ashp
2017,75997.0780041,75560.1288881
2018,83247.2993589,82495.3502428
2019,93190.4600739,92006.5109579
2020,98162.0404314,96762.0913154
2021,101476.427336,99932.4782204
2022,103962.217515,102310.268399
2023,99072.1152589,97339.1661429
2024,100429.609568,98633.6604518
2025,101981.031635,100113.082519
2026,104114.236978,102147.287862
2027,105859.586804,103811.637688
2028,99907.3364506,97796.3873346
2029,101714.399803,99513.4506875
2030,102617.93148,100371.982364
2031,104605.701168,102260.752052
