year,Base case cost,Modeled non-residential ashp
2017,2397481.44228,2905132.70748
2018,2622045.68247,3063874.12848
2019,2929781.86346,3285428.90782
2020,3087808.55099,3394583.97583
2021,3187614.87996,3460165.35908
2022,3270786.82077,3513454.75632
2023,3320689.98525,3541932.12622
2024,3370593.14974,3570622.00597
2025,3420496.31422,3599519.41483
2026,3487033.86687,3641134.30754
2027,3545254.22544,3676689.70614
2028,3595157.38992,3706180.97198
2029,3653377.74849,3742118.39376
2030,3694963.71889,3765725.31979
2031,3761501.27154,3808284.47665
