year,annotation,consumption,consumption residential,consumption non-residential
2003,,21507390.0,5045742.0,16461648.0
2004,,21831978.0,5016329.0,16815649.0
2005,,23273732.0,4957098.0,18316634.0
2006,,23293102.0,4919817.0,18373285.0
2007,,24671165.0,4782425.0,19888740.0
2008,,23489829.0,4678174.0,18811655.0
2009,,23997951.0,4928031.0,19069920.0
2010,,23560646.0,5103403.0,18457243.0
2011,,25671095.0,5069385.0,20601710.0
2012,,25613705.0,4998120.0,20615585.0
2013,,26501993.0,4572367.0,21929626.0
2014,,25677650.0,4532102.0,21145548.0
2015,,27122189.0,4659544.0,22462645.0
2016,start of forecast,26555398.0,4709458.0,21845940.0
2017,,26540128.0,4694189.0,21845940.0
2018,,26513551.0,4667611.0,21845940.0
2019,,26487993.0,4642054.0,21845940.0
2020,,26455460.0,4609520.0,21845940.0
2021,,26426718.0,4580778.0,21845940.0
2022,,26397182.0,4551242.0,21845940.0
2023,,26365966.0,4520026.0,21845940.0
2024,,26331938.0,4485998.0,21845940.0
2025,,26299851.0,4453911.0,21845940.0
2026,,26267939.0,4421999.0,21845940.0
2027,,26233537.0,4387597.0,21845940.0
2028,,26202700.0,4356761.0,21845940.0
2029,,26157004.0,4311064.0,21845940.0
2030,,26117153.0,4271214.0,21845940.0
2031,,26078701.0,4232761.0,21845940.0
2032,,26047486.0,4201547.0,21845940.0
2033,,26022283.0,4176343.0,21845940.0
2034,,25996364.0,4150425.0,21845940.0
2035,,25965946.0,4120006.0,21845940.0
2036,,25934982.0,4089042.0,21845940.0
2037,,25901986.0,4056046.0,21845940.0
2038,,25871399.0,4025460.0,21845940.0
2039,,25839239.0,3993299.0,21845940.0
2040,,25807932.0,3961992.0,21845940.0
