year,Base case cost,Modeled residential ashp
2017,3752172.07834,6122813.59867
2018,4059698.34956,6167369.23058
2019,4487081.57658,6254992.88391
2020,4670909.27708,6240686.44243
2021,4761807.9525,6189231.39962
2022,4824408.76616,6126223.80651
2023,4835430.0541,6043958.3077
2024,4837511.78017,5953842.5646
2025,4837503.42382,5862700.52568
2026,4865884.47555,5785383.66942
2027,4872883.93517,5695501.26702
2028,4873716.07135,5608243.8095
2029,4845532.05611,5485136.16891
2030,4807835.00526,5369063.40473
2031,4807764.59969,5268135.35434
