year,Base case cost,Modeled transmission and interties
2021,230349.00279,1172750.3166
2022,236677.272097,1179054.70538
2023,241107.060613,1183608.96955
2024,244904.022197,1187344.5388
2025,249333.810712,1191663.48292
2026,255209.194293,1197869.0376
2027,259653.135487,1202437.85214
2028,263462.227939,1206185.35611
2029,269396.244047,1211978.08049
2030,272580.596813,1215150.4167
2031,278312.431793,1220907.9866
2032,283407.39622,1226315.2777
2033,290057.133521,1232773.80803
2034,295807.164802,1238787.23146
2035,299640.518989,1242558.60489
2036,306029.442635,1248685.84359
2037,310202.461118,1253104.78762
2038,316611.602876,1259251.41632
2039,321098.002107,1263863.88195
2040,327507.143866,1270487.16533
