year,Base case cost,Modeled non-residential ashp
2017,30727.9239452,100688.662873
2018,32606.4246018,97480.3533776
2019,35222.9076592,93429.2271389
2020,36430.5152241,91054.9576616
2021,37302.6762433,89096.8945683
2022,37906.4800258,87475.7553612
2023,38376.1051899,86033.5128695
2024,38711.5517357,84769.665845
2025,39114.0875907,83447.4538874
2026,39650.802064,81987.6420703
2027,40120.4272282,80626.0346572
2028,40455.873774,79440.9328319
2029,40992.5882473,78038.1065041
2030,41260.945484,76968.4199955
2031,41797.6599573,75601.3927702
