year,Base case cost,Modeled non-residential ashp
2017,287398.67815,319171.397578
2018,306976.557694,337015.703504
2019,334177.777389,362139.307781
2020,347227.017085,373803.041428
2021,355915.076629,381330.808859
2022,362432.156325,386808.731846
2023,367316.276021,390748.505861
2024,371111.755716,393668.136125
2025,375457.975564,397128.86785
2026,386709.401797,407458.87102
2027,391674.181645,411543.664652
2028,395519.641189,414576.125813
2029,400476.650885,418683.110579
2030,403783.560733,421232.195887
2031,409277.520124,425878.788885
