year,Base case cost,Modeled non-residential ashp
2017,225306.374266,300523.823197
2018,239668.096255,315389.396573
2019,258543.502298,334927.007295
2020,267570.870405,344271.081988
2021,273315.559201,350217.311338
2022,277829.243254,354889.348685
2023,280701.587652,357862.46336
2024,283163.597136,360410.847367
2025,286446.276448,363808.69271
2026,289728.955759,367206.538053
2027,293011.635071,370604.383396
2028,295473.644555,373152.767404
2029,298756.323867,376550.612747
2030,300807.998436,378674.266086
2031,304501.012662,382496.842097
