year,Base case cost,Modeled non-residential ashp
2017,448132.353466,591893.81468
2018,480387.697996,618143.596444
2019,523862.292798,654304.985676
2020,544898.387057,670789.962381
2021,558922.449897,681158.043763
2022,570141.700168,689106.485445
2023,577153.731588,693401.424896
2024,582763.356723,696507.382811
2025,589775.388143,700888.904526
2026,599592.232131,707777.773433
2027,606604.26355,712241.866433
2028,612213.888686,715513.013364
2029,620628.32639,721288.638471
2030,626237.951525,724636.685901
2031,634652.389229,730487.409152
