year,Base case cost,Modeled residential ashp
2017,29363.6249149,58648.3267198
2018,33340.9291657,43340.1386204
2019,38245.1162976,23073.6150488
2020,40585.7510651,11752.7595997
2021,42146.1742434,3206.50738237
2022,44083.3720912,-3895.11119928
2023,44874.3437369,-9585.71516366
2024,45665.3153827,-15205.952498
2025,46456.2870285,-20757.4722405
2026,47473.250573,-27009.9669963
2027,48377.2181682,-32812.8865373
2028,49168.1898139,-38167.7669312
2029,50185.1533585,-44228.230995
2030,50750.1331054,-48691.4974757
2031,51880.0925994,-55015.3661675
