year,Base case cost,Modeled non-residential ashp
2017,9998.77672406,9149.46400912
2018,11196.5383914,7411.52463368
2019,12843.4606841,5154.08796214
2020,13629.4917783,3914.8586331
2021,14153.5125078,2990.62458595
2022,14602.6731331,2161.51383738
2023,14864.6834978,1559.17549824
2024,15126.6938625,963.745602975
2025,15388.7042273,375.062252545
2026,15725.5746962,-294.911918678
2027,16025.0151131,-914.512462183
2028,16287.0254778,-1483.89018578
2029,16623.8959468,-2135.01119814
2030,16811.0462073,-2604.38158522
2031,17185.3467283,-3287.5983989
