year,Base case cost,Modeled non-residential ashp
2017,147815.140822,207507.884213
2018,158908.096241,219055.057126
2019,173579.424375,234327.124527
2020,180736.169806,241776.913503
2021,185745.891608,246991.765787
2022,189324.264324,250716.660275
2023,191829.125225,253324.086416
2024,193976.148854,255559.023109
2025,196481.009755,258166.449251
2026,199343.707928,261146.364841
2027,201848.568829,263753.790983
2028,203995.592458,265988.727676
2029,206858.290631,268968.643266
2030,208647.476989,270831.09051
2031,211868.012433,274183.49555
