year,Base case cost,Modeled residential ashp
2017,286733.840722,416927.491927
2018,308252.108029,439694.627294
2019,336711.751886,469805.999876
2020,350594.504987,484494.474306
2021,360312.432157,494776.406407
2022,367253.808708,502120.643622
2023,382673.697504,517822.534884
2024,386956.725276,522347.279055
2025,391953.591011,527626.147255
2026,397664.294707,533659.139483
2027,402661.160442,538938.007683
2028,406944.188214,543462.751854
2029,412654.891911,549495.744083
2030,427710.921362,564753.203866
2031,434312.765784,571717.622886
