year,Base case cost,Modeled transmission and interties
2021,115174.501395,1057575.81521
2022,118338.636049,1060716.06933
2023,120553.530306,1063055.43924
2024,122452.011099,1064892.52771
2025,124666.905356,1066996.57757
2026,127604.597146,1070264.44045
2027,129826.567744,1072611.28439
2028,131731.11397,1074454.24214
2029,134698.122023,1077279.95847
2030,136290.298407,1078860.11829
2031,139156.215897,1081751.77071
2032,141703.69811,1084611.57959
2033,145028.56676,1087745.24127
2034,147903.582401,1090883.64906
2035,149820.259495,1092738.34539
2036,153014.721318,1095671.12228
2037,155101.230559,1098003.55706
2038,158305.801438,1100945.61488
2039,160549.001054,1103314.8809
2040,163753.571933,1106733.5934
