year,Base case cost,Modeled non-residential ashp
2017,83649.0536934,123728.560358
2018,89089.4743761,129496.742542
2019,96740.0659613,137608.248738
2020,100140.328888,141213.362603
2021,102690.526083,143917.198002
2022,104390.657546,145719.754934
2023,105750.762717,147161.80048
2024,106770.841595,148243.334639
2025,107960.933619,149505.124492
2026,109491.051936,151127.425731
2027,110851.157107,152569.471277
2028,111871.235985,153651.005437
2029,113231.341156,155093.050983
2030,114251.420034,156174.585142
2031,115781.538351,157796.886381
